phrase,score
term,0.319330775
line,0.317562573
jvm,0.317487944
model,0.315798308
revers order,0.315401067
handl,0.313254067
technolog,0.313221718
gener form,0.312428948
challeng,0.309922669
thread,0.309361611
cpp,0.308845743
tabl,0.307378707
final,0.306723049
import,0.306014432
softwar,0.30594891
tool,0.305854571
end,0.30554129
free,0.305002237
note,0.3049351
programm,0.304395399
system,0.304001737
appli,0.303976525
main,0.303066271
window,0.300336415
year,0.300263731
attempt,0.298160857
java applet,0.29722142
properti,0.29720198
organ,0.297107128
problem,0.297095986
write,0.297027196
convent,0.296994483
hold refer,0.296224167
inlin,0.295958923
machin,0.294236937
licens,0.294191873
mechan,0.293791605
control,0.293785806
packag,0.293490315
manag,0.292496631
servic,0.292405236
ensur,0.292315389
subject,0.291058371
integr,0.291014583
pattern,0.290979966
context,0.290946261
express,0.290771834
metadata,0.290637496
link,0.2904125
initi,0.29015878
topic,0.290108706
tag,0.28982074
make sens,0.289510732
syntax,0.289412169
replac,0.289230266
publish sourc,0.28903649
origin,0.288958873
group,0.287329561
effect,0.286600215
subclass,0.286581442
resourc,0.286484496
content,0.283878001
repres,0.283570093
relat,0.281375887
inform,0.281371525
extens,0.278697554
point,0.277708433
purpos,0.277621347
level,0.277479072
independ,0.276764926
complet,0.27667393
convert,0.276635258
local,0.276311831
process,0.275223569
built,0.274958329
test,0.274241368
key,0.274005292
box,0.273747853
fact,0.273736747
depend,0.273717816
se,0.273198204
public,0.27263251
build,0.271760913
secur,0.271540119
constant,0.271494429
commun,0.271475774
hardwar,0.271143745
effort,0.270018763
guarante,0.26942465
limit,0.268817302
constructor,0.268056942
angl bracket,0.26763348
interact,0.267284272
easi,0.26727883
compar,0.266370841
load,0.266358561
compat,0.266343117
annot,0.266150592
microsoft,0.266132842
implement detail,0.265282945
found,0.264687629
typic,0.26462925
directli,0.264560965
state,0.26442186
determin,0.264115114
restrict,0.26389065
integ,0.263574343
namespac,0.263571285
throw,0.26290014
construct,0.262654429
offer,0.262126572
intend,0.262091593
avoid,0.262017601
present,0.261951917
feel,0.261943256
area,0.261939274
product,0.260969849
read,0.260559771
insid,0.260059512
achiev,0.259975037
capabl,0.259965905
accept,0.259812077
primit,0.259512449
publish,0.259256378
interpret,0.25904238
format,0.258860131
solut,0.258613
modifi,0.258385004
consist,0.258344243
occur,0.258102997
learn,0.258095117
prevent,0.258068275
null,0.257812791
verifi,0.25751923
great deal,0.257190153
decemb,0.257070935
break,0.257012605
error,0.256331646
univers,0.255805269
lead,0.255637076
host,0.254097832
begin,0.253718005
deprec,0.253629838
action,0.25338053
kind,0.253197426
combin,0.252996632
iter,0.25255409
maintain,0.25232167
distribut,0.251410633
rule,0.25139957
deploy,0.250395147
verif,0.25023033
demonstr,0.249659592
idea,0.24959814
comment,0.249529065
assign,0.249308378
concept,0.249004464
hash,0.248861449
referenc,0.248761328
document,0.248321484
intent,0.248079093
altern,0.248036657
scope,0.247646172
invok,0.247469888
abil,0.247141165
put,0.247013504
garbag,0.246497703
overrid,0.246078425
parameter,0.245094691
attribut,0.24447632
commonli,0.24372669
client,0.243502739
techniqu,0.243414793
nativ,0.243332907
behavior,0.24332403
address,0.243240685
synchron,0.2431421
bound,0.24288217
respons,0.242646972
abstract,0.242105699
check,0.241912925
compos,0.241517149
safe,0.241100579
approach,0.240744627
longer,0.240503078
inherit,0.240208979
peopl,0.239376937
june,0.239140013
task,0.238743923
simpl,0.23858567
close,0.23819281
comparison,0.237833979
charact,0.237805757
goal,0.237711337
incompat,0.237690208
due,0.237392804
fall back,0.237137156
messag,0.237006482
detail,0.236790412
add,0.236172235
instanti,0.236108607
produc,0.235930146
lock,0.235623405
databas,0.235579061
bytecod,0.235524484
share,0.235494348
reli,0.235445265
tree,0.235142579
coordin,0.234726174
team,0.234548753
practic,0.234482408
xml,0.234283837
benefit,0.233889759
view,0.233859212
critic,0.233643264
applet,0.233323287
oppos,0.233162299
bodi,0.232953535
instal,0.232909117
sign,0.232599372
wait,0.232076427
optim,0.231871195
effici,0.231863896
parti,0.231681315
compani,0.231165769
contrast,0.231133871
author,0.231129072
enabl,0.231065039
ship,0.230996659
modul,0.230857184
char,0.230448736
orphan,0.230223473
valid,0.229963156
protect,0.229890497
overload,0.229786303
argument,0.229716105
wrapper,0.229537291
browser,0.228727155
architectur,0.228277969
net,0.22822347
top,0.227301417
jsr,0.227221142
popular,0.227063988
confus,0.227046114
scheme,0.226986056
launch,0.226709891
contribut,0.225631112
target,0.225618785
myclass,0.22476048
alloc,0.224262673
core,0.224004472
copi,0.223919599
queri,0.223749978
deleg,0.223385314
reflect,0.223359826
option,0.222441956
copyright,0.222086977
superclass,0.221638745
android,0.22142201
acquir,0.220585429
queue,0.22055692
googl,0.220014435
encapsul,0.21998463
bundl,0.219645656
desir,0.219526064
potenti,0.219499195
retriev,0.219287007
instruct,0.219077874
structur,0.218786953
plugin,0.218710387
common,0.218367275
octob,0.217711039
reader,0.217648639
april,0.217448466
identifi,0.217086189
equival,0.216822858
shown,0.216782077
move,0.216762214
edit,0.216748587
recogn,0.216579527
march,0.216404807
juli,0.216212239
input,0.215794912
detect,0.215149006
translat,0.21486309
serv,0.214706952
wrap,0.214499658
mark,0.214229662
act,0.214229091
decid,0.213733052
novemb,0.213706846
expect,0.21339317
find,0.212862267
open,0.212606429
sort,0.212114291
calcul,0.212042213
websit,0.211061309
locat,0.211031328
continu,0.210733735
catch,0.21046153
download,0.210186479
linux,0.210166747
javascript,0.209995955
ibm,0.209805671
symbol,0.209792413
statement,0.209770762
item,0.209769079
loop,0.209602634
involv,0.208963333
gpl,0.208958852
style,0.208758816
technic,0.208376167
uniqu,0.20829481
upper,0.208171806
cast,0.208127294
choic,0.207917244
show,0.207197853
belong,0.206795339
parent,0.206718106
size,0.20649567
widget,0.206384855
monitor,0.206245008
server,0.20611783
layer,0.20577598
world,0.205183288
persist,0.205072384
pascal,0.204865913
encod,0.204724664
respond,0.204640143
entiti,0.204235069
activ,0.204043147
listen,0.204004614
lack,0.203926187
gui,0.203600647
slower,0.203239781
wide,0.203215711
usag,0.203206643
visibl,0.20319928
claim,0.203085696
treat,0.203085696
aim,0.202243986
separ,0.202106786
flexibl,0.201769618
pair,0.201717055
influenc,0.201435727
meet,0.20137873
understand,0.201249225
word,0.20109559
pointer,0.201035511
expand,0.200260296
easier,0.200260296
privat,0.199843348
subtyp,0.199758375
turn,0.19960225
slow,0.199532069
receiv,0.199393505
fix,0.199359758
jni,0.199351291
wildcard,0.199189998
illustr,0.199010463
left,0.198966904
led,0.198953182
parallel,0.198639021
relev,0.198580723
bit,0.198554371
hidden,0.198470515
convers,0.198412401
propag,0.198396298
encount,0.197662126
flag,0.19722758
complex,0.197066867
devic,0.196422635
termin,0.196421134
bypass,0.196263244
phone,0.196091854
septemb,0.196008256
violat,0.195839372
hand,0.195587779
assert,0.194717075
particip,0.194712562
imposs,0.194585544
void,0.194535048
announc,0.194106437
januari,0.193844915
transit,0.193788205
assum,0.193755074
frame,0.192145725
linkedlist,0.192118859
signatur,0.191562849
regist,0.191522901
simpli,0.191306709
subset,0.191248041
creation,0.191213603
suggest,0.191065352
introduct,0.191065352
book,0.191025236
equal,0.190828977
unbox,0.190701062
request,0.190472774
http,0.190240947
aspect,0.190061867
autom,0.189558006
increas,0.189508402
remain,0.189279813
long,0.188951543
flow,0.188808663
connect,0.188503998
plug,0.188310834
transform,0.188243136
stack,0.188192819
entri,0.188151477
reach,0.187617687
engin,0.187509307
directori,0.187487541
demand,0.187409544
prefer,0.187397873
exit,0.18718103
liter,0.187104122
hotspot,0.187104122
port,0.187060968
configur,0.187029187
essenti,0.186775462
multipl,0.186656676
serial,0.186624222
node,0.186591428
immut,0.186302024
manipul,0.186199163
deriv,0.185435878
select,0.1853115
true,0.184695082
hierarchi,0.184539771
index,0.184403925
success,0.183855541
volatil,0.183847497
unavail,0.183601399
submit,0.183275789
plan,0.183058904
command,0.182440194
length,0.182159559
custom,0.18205353
promot,0.182028854
head,0.18158371
modif,0.180817435
stand,0.180661354
substitut,0.180294178
advantag,0.179993607
evalu,0.17992565
label,0.179301974
branch,0.178923828
scratch,0.178826435
thrown,0.178700974
obtain,0.178655102
game,0.17861525
descript,0.178255619
prove,0.178027378
solv,0.178008836
unnecessari,0.178008836
mous,0.177946883
deal,0.177893632
suppli,0.177807062
explain,0.177590995
understood,0.177531377
enhanc,0.177430629
drop,0.17722399
citat,0.177005091
evolv,0.176824444
vari,0.176694225
virtual,0.176569863
consum,0.176563952
speed,0.176215239
facil,0.17593971
expert,0.175846048
pluggabl,0.175846048
decoupl,0.175846048
facilit,0.175423277
heap,0.174871688
categori,0.174715198
subroutin,0.174658433
discontinu,0.174528756
desktop,0.174139591
fundament,0.174057944
principl,0.173409613
enter,0.173323566
jre,0.173115684
text,0.172927235
leav,0.172768816
month,0.172647513
prohibit,0.172488454
special,0.172287854
approv,0.171486282
extent,0.171486282
adapt,0.171463412
cost,0.171137827
correct,0.170907917
explicit,0.170855279
network,0.170499108
difficult,0.169328873
gosl,0.169186076
sens,0.169186076
jboss,0.169045689
keyboard,0.169033385
render,0.168614363
interest,0.168607232
natur,0.16846245
manner,0.168435244
seri,0.168421674
internet,0.168344785
float,0.168317183
condit,0.168292002
hide,0.168165539
expos,0.168136144
overhead,0.168120578
variant,0.167873791
openjdk,0.166939123
section,0.166627367
semant,0.166503481
column,0.166193174
day,0.165636803
scienc,0.165507672
display,0.165498813
enforc,0.165445328
job,0.165029428
unit,0.164977325
overridden,0.1649695
dispatch,0.164727053
awt,0.164658849
focu,0.164282801
insert,0.164078357
hold,0.163383907
contrari,0.163365364
reduc,0.163275072
warn,0.163095163
imag,0.163014258
basi,0.162847161
forc,0.162765181
advanc,0.161555939
renam,0.161373002
elimin,0.161265072
recommend,0.160246924
chapter,0.159820459
site,0.159270302
matter,0.15896365
director,0.158772432
incorpor,0.15778304
ident,0.157368953
jsf,0.157109419
rewritten,0.156764218
knowledg,0.156648436
storag,0.156644386
output,0.156641731
inclus,0.156520558
absenc,0.15621609
cach,0.156200724
role,0.156059917
permit,0.156020943
hard,0.155945144
automat,0.15582944
session,0.155577379
student,0.155471912
modular,0.155444992
merg,0.155430504
behav,0.155425095
bridg,0.155274189
graphic,0.155200146
fail,0.155150498
log,0.154884917
divid,0.154791317
align,0.154774522
dimens,0.154608145
futur,0.154515173
layout,0.154412743
alter,0.154098931
indirectli,0.154095187
distinguish,0.154090364
coupl,0.154090364
unfamiliar,0.154081998
presenc,0.154081998
bring,0.154058887
complement,0.154043867
center,0.154001557
front,0.15389864
destroy,0.153879006
employ,0.153839077
direct,0.153534331
propos,0.153481156
necessarili,0.153481156
motiv,0.153481156
incomplet,0.153481156
board,0.153481156
path,0.153436695
button,0.153327038
foundat,0.153294715
autobox,0.153267215
miss,0.153237277
observ,0.153214503
distinct,0.153174472
embed,0.1531293
good,0.1531293
prefix,0.152871785
earli,0.152796929
signific,0.152741059
templat,0.152611694
draw,0.15258568
bug,0.15246879
intern,0.152375812
complic,0.152355464
reliabl,0.152329822
discov,0.15226868
choos,0.151931131
match,0.151828991
quickli,0.151659738
root,0.151522823
sequenc,0.151255844
adopt,0.151043536
jcompon,0.151026957
agreement,0.15040834
decim,0.148971344
studi,0.148909826
sum,0.148720442
resid,0.148657356
million,0.148590346
date,0.148174682
constraint,0.148148346
executor,0.148098709
unabl,0.147931028
byte,0.147885942
carri,0.147758013
processor,0.147705211
larg,0.147187285
paint,0.147160546
wheel,0.145836039
prioriti,0.145654257
unix,0.145646986
html,0.145618116
fall,0.14560637
transpar,0.145521902
protocol,0.145450499
progress,0.145449087
biginteg,0.145415865
captur,0.144644749
exclus,0.144488022
primarili,0.144488022
major,0.144361865
plain,0.143660149
aris,0.143223786
report,0.143213268
blue,0.142989501
week,0.142038774
power,0.141843639
underscor,0.139924152
conflict,0.139868054
revers,0.139833334
compet,0.139762779
unknown,0.139753051
counter,0.139664887
runnabl,0.139484918
append,0.139161366
jar,0.138819187
pars,0.138308246
delimit,0.137890902
lightweight,0.137526201
strictfp,0.137479111
back,0.136886127
operand,0.136612076
reus,0.136599624
deliv,0.136086833
chain,0.135970797
arraylist,0.135709458
procedur,0.13549807
step,0.133255095
int,0.133086413
usabl,0.132921639
domain,0.132625616
occupi,0.131834141
schedul,0.13158404
easili,0.131142417
web,0.130654775
half,0.130379634
win,0.130333963
selector,0.130296242
legal,0.129876633
infer,0.12957556
count,0.129547733
strict,0.128948642
constitut,0.128763496
play,0.128704272
expens,0.128629226
review,0.128427426
histori,0.128106272
pictur,0.128024931
chosen,0.127789563
singl,0.12738045
care,0.126983833
post,0.1268901
donat,0.126785961
februari,0.126697088
teach,0.126697088
hour,0.126651579
rememb,0.126239479
basic,0.125155565
physic,0.125153162
jsp,0.125152486
classpath,0.125151546
setter,0.125151546
notion,0.125149895
closest,0.125146171
scale,0.125146171
stop,0.1251424
explicitli,0.125114064
transfer,0.125109571
constrain,0.125109571
retir,0.125095116
snapshot,0.125095116
simultan,0.125095116
emul,0.125095116
newer,0.125095116
collabor,0.125095116
grow,0.125067257
frequent,0.125067257
preced,0.125041132
caught,0.125015445
portion,0.124977866
mirror,0.12496058
moment,0.12496058
simplifi,0.124951405
portabl,0.124951405
caller,0.124928292
amount,0.124918958
short,0.124871739
track,0.124852679
age,0.124852679
logic,0.124849674
interchang,0.124785726
consider,0.124785726
thought,0.124785726
impli,0.124785726
assumpt,0.124785726
abandon,0.124785726
cohes,0.124785726
safeti,0.124752288
digit,0.1246971
shift,0.124663773
multipli,0.124568362
algorithm,0.124509501
transmit,0.12446652
uppercas,0.12446652
piec,0.124424572
strictli,0.1243799
attach,0.124370276
capit,0.124343831
varieti,0.124324304
subpackag,0.124324304
search,0.124283574
fortran,0.124198956
attack,0.12419484
trademark,0.12419484
travers,0.12419484
proceed,0.12419484
disabl,0.124099972
cluster,0.124077396
experi,0.123970892
shape,0.123905401
mention,0.123882599
finish,0.123855918
extract,0.123843931
analog,0.123786173
harm,0.123786173
bad,0.123786173
bottom,0.123502895
satisfi,0.123502895
situat,0.123448868
conform,0.123363369
conclud,0.123297735
rewrit,0.123297735
felt,0.123143063
vote,0.123022558
accommod,0.123022558
contravari,0.122781659
august,0.122730121
newli,0.122633827
suit,0.122541748
placehold,0.122541748
accomplish,0.122516588
sponsor,0.122256314
javapoli,0.122068659
panel,0.121030667
withdraw,0.117292596
factor,0.116505411
join,0.114009379
split,0.109902254
busi,0.104170681
grant,0.103373777
individu,0.103260477
held,0.10313004
posit,0.101828901
ground,0.101468417
significantli,0.099821855
attract,0.096913981
sold,0.096913981
chose,0.092882461
watch,0.092882461
difficulti,0.092882461
free softwar distribut,0.0001
gener smart applianc,0.0001
april sun microsystem,0.0001
insuffici inlin citat,0.0001
amazon web servic,0.0001
develop web applic,0.0001
reflect recent event,0.0001
bit sign integ,0.0001
web browser plugin,0.0001
xml configur file,0.0001
dalvik virtual machin,0.0001
microsoft window linux,0.0001
open sourc blog,0.0001
java web applic,0.0001
de facto standard,0.0001
web page content,0.0001
xml properti file,0.0001
remov june learn,0.0001
arthur van hoff,0.0001
wider java commun,0.0001
januari oracl announc,0.0001
high level featur,0.0001
packag java applic,0.0001
fulli qualifi class,0.0001
apach harmoni project,0.0001
abstract window toolkit,0.0001
memori consist error,0.0001
call binari plug,0.0001
java se specif,0.0001
android oper system,0.0001
remov novemb learn,0.0001
book effect java,0.0001
top level class,0.0001
program languag java,0.0001
java relat technolog,0.0001
collect relat class,0.0001
classpath environ variabl,0.0001
graphic user interfac,0.0001
java lang iter,0.0001
modern jvm implement,0.0001
java web start,0.0001
iso standard languag,0.0001
java origin develop,0.0001
java object pojo,0.0001
open sourc java,0.0001
singl sourc file,0.0001
complet sourc code,0.0001
class file format,0.0001
articl list sourc,0.0001
java se platform,0.0001
apach project harmoni,0.0001
java standard librari,0.0001
unicod charact set,0.0001
variabl ariti method,0.0001
uniform resourc locat,0.0001
float point calcul,0.0001
java browser plug,0.0001
standard output stream,0.0001
float point number,0.0001
java platform includ,0.0001
modern oper system,0.0001
initi call oak,0.0001
user defin class,0.0001
run java bytecod,0.0001
comput scienc educ,0.0001
swing base applic,0.0001
modern program languag,0.0001
default layout manag,0.0001
run java program,0.0001
run time check,0.0001
support concurr program,0.0001
call simpl type,0.0001
run java applet,0.0001
sourc code file,0.0001
comma separ list,0.0001
gener type paramet,0.0001
instanc variabl defin,0.0001
binari plug,0.0001
mutual exclus,0.0001
annot type declar,0.0001
talk page,0.0001
java compon,0.0001
higher precis,0.0001
untrust code,0.0001
migrat compat,0.0001
softwar platform,0.0001
javafx applic,0.0001
problem solv,0.0001
sql statement,0.0001
experiment project,0.0001
java featur,0.0001
softwar product,0.0001
ieee standard,0.0001
test suit,0.0001
float point,0.0001
nativ support,0.0001
implicitli public,0.0001
web technolog,0.0001
secur vulner,0.0001
web applic,0.0001
hardwar architectur,0.0001
xml document,0.0001
compat test,0.0001
reserv word,0.0001
android applic,0.0001
jsf technolog,0.0001
java lang,0.0001
background thread,0.0001
type bound,0.0001
doubl precis,0.0001
public static,0.0001
core compon,0.0001
javadoc tool,0.0001
gener program,0.0001
lambda express,0.0001
inherit method,0.0001
gnu classpath,0.0001
cross platform,0.0001
applic server,0.0001
api includ,0.0001
program paradigm,0.0001
version se,0.0001
catch claus,0.0001
method depend,0.0001
java environ,0.0001
secur updat,0.0001
final member,0.0001
java plugin,0.0001
singl quot,0.0001
osgi allianc,0.0001
client side,0.0001
process event,0.0001
vice versa,0.0001
main goal,0.0001
natur languag,0.0001
stack trace,0.0001
final modifi,0.0001
multipl type,0.0001
function program,0.0001
void class,0.0001
unicod charact,0.0001
enum constant,0.0001
mobil devic,0.0001
android devic,0.0001
network interfac,0.0001
code base,0.0001
tag librari,0.0001
unsign type,0.0001
tcp ip,0.0001
window microsoft,0.0001
swing librari,0.0001
marker interfac,0.0001
net platform,0.0001
window environ,0.0001
run directli,0.0001
java interfac,0.0001
public member,0.0001
standard method,0.0001
perform impact,0.0001
unsign number,0.0001
activ record,0.0001
malici code,0.0001
base class,0.0001
wrapper class,0.0001
simpl type,0.0001
concurr environ,0.0001
relat class,0.0001
graphic librari,0.0001
http protocol,0.0001
system resourc,0.0001
nativ execut,0.0001
error code,0.0001
long type,0.0001
program statement,0.0001
cpp code,0.0001
numer type,0.0001
microsoft window,0.0001
parti librari,0.0001
java annot,0.0001
program flow,0.0001
typic defin,0.0001
specif version,0.0001
comput power,0.0001
extern sourc,0.0001
databas queri,0.0001
html document,0.0001
gui framework,0.0001
check box,0.0001
arithmet oper,0.0001
cpp languag,0.0001
boolean oper,0.0001
languag support,0.0001
servlet api,0.0001
java updat,0.0001
hold data,0.0001
high perform,0.0001
integ type,0.0001
rich set,0.0001
text area,0.0001
nest insid,0.0001
abstract keyword,0.0001
class data,0.0001
commerci product,0.0001
join oracl,0.0001
processor architectur,0.0001
vari degre,0.0001
suggest februari,0.0001
increas number,0.0001
sourceforg net,0.0001
parti tool,0.0001
main focu,0.0001
project jigsaw,0.0001
busi logic,0.0001
memori leak,0.0001
adob flash,0.0001
futur version,0.0001
concret type,0.0001
multipl class,0.0001
specif applic,0.0001
atom oper,0.0001
bit integ,0.0001
openjdk project,0.0001
throwabl class,0.0001
class inputstream,0.0001
manifest file,0.0001
final variabl,0.0001
applic logic,0.0001
class citizen,0.0001
thread interfer,0.0001
setter method,0.0001
data member,0.0001
soft refer,0.0001
instanceof test,0.0001
gener code,0.0001
syntax similar,0.0001
type match,0.0001
specif implement,0.0001
exact type,0.0001
box type,0.0001
concurr util,0.0001
code gener,0.0001
java runtim,0.0001
regular express,0.0001
thread safe,0.0001
static class,0.0001
instal separ,0.0001
develop commun,0.0001
oracl java,0.0001
larg amount,0.0001
java default,0.0001
public protect,0.0001
nest class,0.0001
titl bar,0.0001
java swing,0.0001
automat box,0.0001
file extens,0.0001
oak tree,0.0001
raw type,0.0001
